locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b0265,insA2,0,279600,279875,-1,575,0.257028112449799,276,64,IS1 protein InsA
b4708,insI2,0,279931,280104,1,261,0.171974522292994,174,27,pseudogene
b4505,insX,0,280114,280362,-1,638,0.111111111111111,249,25,pseudogene
b0266,yagB,0,280385,280735,-1,2122,0.151898734177215,351,48,CP4-6 prophage; orphan antitoxin YagB
b0267,yagA,0,280829,281983,-1,5691,0.117307692307692,1155,122,CP4-6 prophage; integrase core domain-containing protein YagA
b0268,yagE,0,282278,283186,1,1391,0.0463980463980464,909,38,CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase
b0269,yagF,0,283201,285168,1,4979,0.0620767494356659,1968,110,CP4-6 prophage; D-xylonate dehydratase
b0270,yagG,0,285395,286777,1,4344,0.0867469879518072,1383,108,CP4-6 prophage; putative D-xylonate transporter YagG
b0271,yagH,0,286789,288399,1,5089,0.0820689655172414,1611,119,CP4-6 prophage; putative xylosidase/arabinosidase
b0272,xynR,0,288404,289162,-1,3652,0.0935672514619883,759,64,CP4-6 prophage; DNA-binding transcriptional repressor XynR
b0273,argF,0,289301,290305,-1,2186,0.0707182320441989,1005,64,CP4-6 prophage; ornithine carbamoyltransferase ArgF
b4766,argL,0,290275,290370,-1,0,0,96,0,putative translational regulatory protein ArgL
b4688,ykgS,0,290510,290638,1,121,0.0683760683760684,129,8,CP4-6 prophage; protein YkgS
b0274,insB3,0,290649,291152,-1,977,0.242290748898678,504,110,IS1 protein InsB
b0275,insA3,0,291071,291346,-1,530,0.240963855421687,276,60,IS1 protein InsA
b0276,yagJ,0,291500,292231,1,3195,0.127465857359636,732,84,CP4-6 prophage; protein YagJ
b0277,yagK,0,292322,292948,-1,10985,0.284955752212389,627,161,CP4-6 prophage; uncharacterized protein YagK
b0278,yagL,0,293220,293918,-1,325,0.0222222222222222,699,14,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL
b0279,yagM,0,293945,294799,-1,362,0.0207792207792208,855,16,CP4-6 prophage; protein YagM
b4729,ykgV,0,294918,295142,-1,3656,0.270935960591133,225,55,CP4-6 prophage; protein YkgV
b0280,yagN,0,295139,295579,-1,3667,0.241813602015113,441,96,CP4-6 prophage; protein YagN
b0281,intF,0,295696,297096,-1,5415,0.116574147501983,1401,147,CP4-6 prophage; putative phage integrase
b0282,yagP,0,297381,297791,-1,1254,0.0945945945945946,411,35,putative LysR family substrate binding domain-containing protein YagP
b0283,paoD,0,297770,298726,-1,3033,0.0951276102088167,957,82,molybdenum cofactor insertion chaperone PaoD
b0284,paoC,0,298736,300934,-1,4910,0.0686868686868687,2199,136,aldehyde dehydrogenase: molybdenum cofactor-binding subunit
b0285,paoB,0,300931,301887,-1,3680,0.0870069605568446,957,75,aldehyde dehydrogenase, FAD-binding subunit
b0286,paoA,0,301884,302573,-1,2797,0.120772946859903,690,75,aldehyde dehydrogenase, Fe-S subunit
b0287,yagU,0,302991,303605,1,5028,0.277978339350181,615,154,inner membrane protein that contributes to acid resistance
b0288,ykgJ,0,303853,304182,-1,4147,0.346801346801347,330,103,putative zinc- or iron-chelating domain-containing protein YkgJ
b0289,ecpE,0,304495,305205,-1,2656,0.1046875,711,67,putative fimbrial chaperone EcpE
b0290,ecpD,0,305174,306817,-1,3953,0.0743243243243243,1644,110,fimbrial adhesin EcpD
b0291,ecpC,0,306807,309332,-1,6763,0.0901495162708883,2526,205,putative fimbrial usher protein EcpC
b0292,ecpB,0,309358,310026,-1,1146,0.0713101160862355,669,43,putative fimbrial chaperone EcpB
b0293,ecpA,0,310084,310671,-1,3314,0.118867924528302,588,63,common pilus major subunit
b0294,ecpR,0,310746,311336,-1,277,0.0338345864661654,591,18,DNA-binding transcriptional dual regulator MatA
b0295,ykgL,0,312112,312339,1,959,0.223300970873786,228,46,uncharacterized protein YkgL
b4506,ykgO,0,312374,312514,-1,440,0.110236220472441,141,14,50S ribosomal subunit protein L36B
b0296,ykgM,0,312514,312777,-1,1465,0.218487394957983,264,52,50S ribosomal subunit protein L31B
b4671,ykgR,0,313141,313242,-1,15,0.0217391304347826,102,2,putative membrane protein YkgR
b4630,ykgP,0,313716,313805,-1,82,0.037037037037037,90,3,pseudogene
b0297,eaeH,0,314357,315244,1,2742,0.0975,888,78,pseudogene
b0298,insE1,0,315291,315590,1,487,0.222222222222222,300,60,IS3 element protein InsE
b0299,insF1,0,315587,316453,1,2430,0.236875800256082,867,185,IS3 element protein InsF
b0300,ykgA,0,316450,317136,-1,1474,0.101777059773829,687,63,pseudogene
b4631,ykgQ,0,317439,317567,1,3,0.00854700854700855,129,1,pseudogene
b0301,rclC,0,317726,318319,-1,1118,0.106542056074766,594,57,reactive chlorine species resistance protein C
b0303,rclB,0,318331,318567,-1,0,0,237,0,DUF1471 domain-containing protein RclB
b0304,rclA,0,318676,320001,-1,5658,0.14321608040201,1326,171,cupric reductase RclA
b0305,rclR,0,320227,321081,1,4296,0.168831168831169,855,130,DNA-binding transcriptional activator RclR
b0306,ykgE,0,321608,322327,1,4049,0.185185185185185,720,120,putative lactate utilization oxidoreductase YkgE
b0307,ykgF,0,322338,323765,1,3788,0.107309486780715,1428,138,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
b0308,ykgG,0,323758,324453,1,1956,0.110047846889952,696,69,DUF162 domain-containing lactate utilization protein YkgG
b0310,ykgH,0,324696,325364,-1,78,0.00497512437810945,669,3,uncharacterized protein YkgH
b0311,betA,0,325577,327247,-1,4595,0.0917553191489362,1671,138,choline dehydrogenase
b0312,betB,0,327261,328733,-1,3423,0.0648567119155355,1473,86,betaine aldehyde dehydrogenase
b0313,betI,0,328747,329334,-1,2255,0.0962264150943396,588,51,DNA-binding transcriptional repressor BetI
b0314,betT,0,329463,331496,1,6216,0.102129983615511,2034,187,choline:H(+) symporter
b4730,yahV,0,331802,331876,1,0,0,75,0,protein YahV
b0315,pdeL,0,332371,333459,1,11812,0.311926605504587,1089,306,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL
b0316,yahB,0,333501,334433,-1,6985,0.214285714285714,933,180,putative LysR-type DNA-binding transcriptional regulator YahB
b0317,yahC,0,334525,335022,-1,2563,0.158129175946548,498,71,uncharacterized protein YahC
b0318,yahD,0,335280,335885,1,1343,0.119047619047619,606,65,ankyrin repeat-containing protein YahD
b0319,yahE,0,335925,336788,1,2887,0.123393316195373,864,96,DUF2877 domain-containing protein YahE
b0320,yahF,0,336778,338325,1,2751,0.0717360114777618,1548,100,putative acyl-CoA synthetase YahF
b0321,yahG,0,338325,339743,1,3112,0.0633802816901408,1419,81,DUF1116 domain-containing protein YahG
b0322,yahH,0,339769,340089,1,552,0.0968858131487889,321,28,putative uncharacterized protein YahH
b0323,yahI,0,340165,341115,1,1771,0.0619158878504673,951,53,carbamate kinase-like protein YahI
b0324,yahJ,0,341125,342507,1,2690,0.065863453815261,1383,82,putative deaminase with metallo-dependent hydrolase domain
b0325,yahK,0,342884,343933,1,4347,0.128042328042328,1050,121,aldehyde reductase, NADPH-dependent
b0326,yahL,0,344176,344991,1,205,0.0204081632653061,816,15,uncharacterized protein YahL
b0327,yahM,0,345404,345649,1,2379,0.261261261261261,246,58,uncharacterized protein YahM
b0328,yahN,0,345666,346337,-1,7707,0.274380165289256,672,166,putative amino acid exporter YahN
b0329,yahO,0,346484,346759,1,2546,0.240963855421687,276,60,DUF1471 domain-containing protein YahO
b0330,prpR,0,346857,348443,-1,3792,0.0832750174947516,1587,119,DNA-binding transcriptional dual regulator PrpR
b0331,prpB,0,348682,349572,1,2495,0.0822942643391521,891,66,2-methylisocitrate lyase
b0333,prpC,0,350012,351181,1,2905,0.0750237416904084,1170,79,2-methylcitrate synthase
b0334,prpD,0,351215,352666,1,2738,0.0673297628156083,1452,88,2-methylcitrate dehydratase
b0335,prpE,0,352706,354592,1,4629,0.0753384343731607,1887,128,propionyl-CoA synthetase
b0336,codB,0,354922,356181,1,2598,0.0776014109347443,1260,88,cytosine transporter
b0337,codA,0,356171,357454,1,2643,0.0735294117647059,1284,85,cytosine/isoguanine deaminase
b0338,cynR,0,357791,358690,-1,2167,0.0703703703703704,900,57,DNA-binding transcriptional dual regulator CynR
b0339,cynT,0,358799,359458,1,1519,0.0942760942760943,660,56,carbonic anhydrase 1
b0340,cynS,0,359489,359959,1,818,0.0495283018867925,471,21,cyanase
b0341,cynX,0,359992,361146,1,3892,0.101923076923077,1155,106,cyanate transporter
b0342,lacA,0,361249,361860,-1,5294,0.23049001814882,612,127,galactoside O-acetyltransferase
b0343,lacY,0,361926,363179,-1,5507,0.176262178919398,1254,199,lactose permease
b0344,lacZ,0,363231,366305,-1,8288,0.0827312138728324,3075,229,beta-galactosidase
b0345,lacI,0,366428,367510,-1,1921,0.0676923076923077,1083,66,DNA-binding transcriptional repressor LacI
b0346,mhpR,0,367587,368420,-1,2044,0.0758988015978695,834,57,DNA-binding transcriptional activator MhpR
b0347,mhpA,0,368611,370275,1,4448,0.085390260173449,1665,128,3-(3-hydroxyphenyl)propanoate hydroxylase
b0348,mhpB,0,370277,371221,1,2745,0.0787309048178613,945,67,3-carboxyethylcatechol 2,3-dioxygenase
b0349,mhpC,0,371239,372105,1,1273,0.0563380281690141,867,44,2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
b0350,mhpD,0,372115,372924,1,1880,0.0864197530864197,810,63,2-hydroxypentadienoate hydratase
b0351,mhpF,0,372921,373871,1,2508,0.0817757009345794,951,70,acetaldehyde dehydrogenase (acetylating) MhpF
b0352,mhpE,0,373868,374881,1,2325,0.0733844468784228,1014,67,4-hydroxy-2-oxovalerate aldolase
b0353,mhpT,0,375459,376670,1,2540,0.0687442713107241,1212,75,3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter
b0354,yaiL,0,376772,377311,1,2109,0.123456790123457,540,60,DUF2058 domain-containing protein YaiL
b0355,frmB,0,377535,378368,-1,2370,0.114513981358189,834,86,S-formylglutathione hydrolase FrmB
b0356,frmA,0,378462,379571,-1,3150,0.104104104104104,1110,104,S-(hydroxymethyl)glutathione dehydrogenase
b0357,frmR,0,379606,379881,-1,747,0.0763052208835341,276,19,DNA-binding transcriptional repressor FrmR
b0358,yaiO,0,380069,380842,-1,6763,0.18364418938307,774,128,outer membrane protein YaiO
b4579,yaiX,0,380844,382872,-1,7040,0.28024083196497,2029,512,pseudogene
b0360,insC1,0,381351,381716,1,1062,0.348484848484849,366,115,IS2 element protein InsA
b0361,insD1,0,381674,382579,1,2542,0.29656862745098,906,242,IS2 element protein
b0363,yaiP,0,382739,383935,-1,10162,0.230983302411874,1197,249,putative glucosyltransferase
b4731,ykiC,0,383960,384079,1,194,0.0925925925925926,120,10,protein YkiC
b0364,yaiS,0,384059,384616,-1,360,0.0437375745526839,558,22,putative deacetylase YaiS
b0365,tauA,0,385232,386194,1,2407,0.0957324106113033,963,83,taurine ABC transporter periplasmic binding protein
b0366,tauB,0,386207,386974,1,1561,0.0809248554913295,768,56,taurine ABC transporter ATP binding subunit
b0367,tauC,0,386971,387798,1,1431,0.0723860589812333,828,54,taurine ABC transporter membrane subunit
b0368,tauD,0,387795,388646,1,2105,0.0704041720990874,852,54,taurine dioxygenase
b0369,hemB,0,388753,389727,-1,168,0.00569476082004556,975,5,porphobilinogen synthase
b4580,yaiT,0,390251,394418,1,27035,0.259861407249467,4168,975,pseudogene
b4767,ytiB,0,391592,391648,-1,1169,0.576923076923077,57,30,protein YtiB
b0372,insF2,0,391739,392605,-1,2441,0.252240717029449,867,197,IS3 element protein InsF
b0373,insE2,0,392602,392901,-1,512,0.207407407407407,300,56,IS3 element protein InsE
b0375,iprA,0,394506,395129,1,1527,0.0836298932384342,624,47,putative DNA-binding transcriptional regulator IprA
b0376,ampH,0,395130,396287,-1,5750,0.160115052732502,1158,167,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
b0377,sbmA,0,396639,397859,1,4455,0.104640582347589,1221,115,peptide antibiotic/peptide nucleic acid transporter
b0378,yaiW,0,397872,398966,1,2612,0.0730223123732252,1095,72,surface-exposed outer membrane lipoprotein
b0379,yaiY,0,399025,399333,-1,921,0.0681003584229391,309,19,DUF2755 domain-containing inner membrane protein YaiY
b0380,yaiZ,0,399593,399805,1,1597,0.177083333333333,213,34,DUF2754 domain-containing protein YaiZ
b0381,ddlA,0,399829,400923,-1,2839,0.119675456389452,1095,118,D-alanine--D-alanine ligase A
b0382,iraP,0,401386,401646,1,3604,0.378723404255319,261,89,anti-adaptor protein for sigma(S) stabilization
b0383,phoA,0,401747,403162,1,7222,0.168627450980392,1416,215,alkaline phosphatase
b0384,psiF,0,403281,403601,1,767,0.0968858131487889,321,28,PsiF family protein
b0385,dgcC,0,403703,404818,1,2970,0.0875621890547264,1116,88,diguanylate cyclase DgcC
b0386,proC,0,404835,405644,-1,1314,0.065843621399177,810,48,pyrroline-5-carboxylate reductase
b0387,yaiI,0,405764,406222,1,1435,0.0797101449275362,459,33,DUF188 domain-containing protein YaiI
b0388,aroL,0,406405,406929,1,1238,0.0993657505285412,525,47,shikimate kinase 2
b0389,yaiA,0,406979,407170,1,1012,0.15028901734104,192,26,protein YaiA
b0390,aroM,0,407428,408105,1,3518,0.1620294599018,678,99,protein AroM
b0391,ppnP,0,408177,408461,1,2668,0.22568093385214,285,58,nucleoside phosphorylase PpnP
b0392,ykiA,0,408609,408950,1,3905,0.334415584415584,342,103,pseudogene
b4732,ykiD,0,408947,409030,1,1008,0.315789473684211,84,24,protein YkiD
b0393,rdgC,0,409108,410019,-1,2778,0.0876979293544458,912,72,nucleoid-associated protein RdgC
b0394,mak,0,410144,411052,1,2577,0.107448107448107,909,88,fructokinase
b0396,araJ,0,411297,412481,-1,8101,0.189315838800375,1185,202,putative transport protein AraJ
b0397,sbcC,0,412607,415753,-1,7054,0.0748323332156724,3147,212,ATP dependent, structure specific DNA nuclease -SbcC subunit
b0398,sbcD,0,415750,416952,-1,4301,0.111726685133887,1203,121,ATP dependent, structure specific DNA nuclease -SbcD subunit
b0399,phoB,0,417142,417831,1,2609,0.0901771336553945,690,56,DNA-binding transcriptional dual regulator PhoB
b0400,phoR,0,417889,419184,1,3488,0.10025706940874,1296,117,sensor histidine kinase PhoR
b0401,brnQ,0,419591,420910,1,4011,0.104377104377104,1320,124,branched chain amino acid transporter BrnQ
b0402,proY,0,420986,422359,1,3474,0.0848827809215845,1374,105,putative transporter ProY
b0403,malZ,0,422518,424332,1,4567,0.0844553243574051,1815,138,maltodextrin glucosidase
b0404,acpH,0,424337,424918,-1,946,0.0629770992366412,582,33,acyl carrier protein phosphodiesterase
b0405,queA,0,425011,426081,1,2209,0.0757261410788382,1071,73,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
b0406,tgt,0,426137,427264,1,2991,0.0797244094488189,1128,81,tRNA-guanine transglycosylase
b0407,yajC,0,427287,427619,1,44,0.0133333333333333,333,4,Sec translocon accessory complex subunit YajC
b0408,secD,0,427647,429494,1,2,0.000600961538461538,1848,1,Sec translocon accessory complex subunit SecD
b0409,secF,0,429505,430476,1,2,0.00114285714285714,972,1,Sec translocon accessory complex subunit SecF
b0410,yajD,0,430605,430952,1,954,0.0859872611464968,348,27,HNH nuclease family protein YajD
b0411,tsx,0,431129,432013,-1,2542,0.0991217063989962,885,79,nucleoside-specific channel-forming protein Tsx
b0412,yajI,0,432312,432851,-1,1313,0.0740740740740741,540,36,putative lipoprotein YajI
b0413,nrdR,0,433002,433451,1,577,0.0641975308641975,450,26,NrdR transcriptional repressor
b0414,ribD,0,433455,434558,1,16,0.00201207243460765,1104,2,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
b0415,ribE,0,434647,435117,1,0,0,471,0,6,7-dimethyl-8-ribityllumazine synthase
b0416,nusB,0,435137,435556,1,27,0.0132275132275132,420,5,transcription antitermination protein NusB
b0417,thiL,0,435634,436611,1,1,0.00113507377979569,978,1,thiamine monophosphate kinase
b0418,pgpA,0,436589,437107,1,265,0.0384615384615385,519,18,phosphatidylglycerophosphatase A
b0419,yajO,0,437161,438135,-1,1455,0.0546697038724374,975,48,1-deoxyxylulose-5-phosphate synthase YajO
b0420,dxs,0,438315,440177,-1,0,0,1863,0,1-deoxy-D-xylulose-5-phosphate synthase
b0421,ispA,0,440202,441101,-1,18,0.00493827160493827,900,4,geranyl diphosphate/farnesyl diphosphate synthase
b0422,xseB,0,441101,441343,-1,38,0.0182648401826484,243,4,exodeoxyribonuclease VII subunit XseB
b0423,thiI,0,441549,442997,1,3451,0.0704980842911877,1449,92,tRNA uridine 4-sulfurtransferase
b0424,yajL,0,443051,443641,-1,1530,0.0883458646616541,591,47,protein/nucleic acid deglycase 3
b0425,panE,0,443604,444515,-1,2372,0.074299634591961,912,61,2-dehydropantoate 2-reductase
b0426,yajQ,0,444683,445174,1,916,0.0519187358916479,492,23,nucleotide binding protein YajQ
b0427,yajR,0,445302,446666,-1,2551,0.064279902359642,1365,79,putative transport protein YajR
b0428,cyoE,0,446815,447705,-1,1412,0.0798004987531172,891,64,heme O synthase
b0429,cyoD,0,447717,448046,-1,1059,0.127946127946128,330,38,cytochrome bo3 ubiquinol oxidase subunit 4
b0430,cyoC,0,448046,448660,-1,1091,0.0830324909747292,615,46,cytochrome bo3 ubiquinol oxidase subunit 3
b0431,cyoB,0,448650,450641,-1,5178,0.104852203011712,1992,188,cytochrome bo3 ubiquinol oxidase subunit 1
b0432,cyoA,0,450663,451610,-1,7364,0.192037470725995,948,164,cytochrome bo3 ubiquinol oxidase subunit 2
b0433,ampG,0,452070,453545,-1,5426,0.135440180586907,1476,180,muropeptide:H(+) symporter
b0434,yajG,0,453589,454167,-1,2197,0.0938697318007663,579,49,putative lipoprotein YajG
b0435,bolA,0,454472,454789,1,2296,0.198606271777003,318,57,DNA-binding transcriptional dual regulator BolA
b0436,tig,0,455133,456431,1,3126,0.0717948717948718,1299,84,trigger factor
b0437,clpP,0,456677,457300,1,1149,0.108540925266904,624,61,ATP-dependent Clp protease proteolytic subunit
b0438,clpX,0,457426,458700,1,2447,0.0818815331010453,1275,94,ATP-dependent Clp protease ATP-binding subunit ClpX
b0439,lon,0,458888,461242,1,913,0.0452830188679245,2355,96,Lon protease
b0440,hupB,0,461451,461723,1,958,0.117886178861789,273,29,DNA-binding protein HU-beta
b0441,ppiD,0,461915,463786,1,3930,0.0842729970326409,1872,142,periplasmic folding chaperone
b0442,ybaV,0,463937,464308,1,1646,0.119402985074627,372,40,helix-hairpin-helix 3 family protein
b0443,fadM,0,464402,464800,1,1484,0.130555555555556,399,47,long-chain acyl-CoA thioesterase FadM
b0444,queC,0,464852,465547,-1,1713,0.0845295055821372,696,53,7-cyano-7-deazaguanine synthase
b0445,ybaE,0,465612,467312,-1,4911,0.0960156760287394,1701,147,uncharacterized protein YbaE
b0446,cof,0,467412,468230,1,1601,0.0677506775067751,819,50,HMP-PP phosphatase
b0447,decR,0,468383,468841,1,1040,0.0821256038647343,459,34,DNA-binding transcriptional activator DecR
b0448,mdlA,0,468871,470643,1,3986,0.0789473684210526,1773,126,ABC transporter family protein MdlA
b0449,mdlB,0,470636,472417,1,4291,0.0897755610972569,1782,144,ABC transporter family protein MdlB
b0450,glnK,0,472598,472936,1,685,0.0620915032679739,339,19,nitrogen regulator GlnK
b0451,amtB,0,472966,474252,1,3155,0.0690250215703192,1287,80,ammonia/ammonium transporter
b0452,tesB,0,474301,475161,-1,2239,0.0825806451612903,861,64,acyl-CoA thioesterase II
b0453,ybaY,0,475379,475951,1,1866,0.0949612403100775,573,49,PF09619 family lipoprotein YbaY
b0454,ybaZ,0,475982,476371,-1,612,0.0541310541310541,390,19,DNA base-flipping protein
b0455,ffs,0,476448,476561,1,0,0,114,0,
b0456,ybaA,0,476672,477025,1,607,0.0532915360501567,354,17,DUF1428 domain-containing protein YbaA
b0457,pdeB,0,477067,478617,-1,11105,0.21919770773639,1551,306,c-di-GMP phosphodiesterase PdeB
b0458,ylaC,0,478781,479251,-1,1516,0.120283018867925,471,51,putative inner membrane protein
b0459,maa,0,479367,479918,-1,6915,0.291750503018109,552,145,maltose O-acetyltransferase
b0460,hha,0,480090,480308,-1,1675,0.257575757575758,219,51,hemolysin expression-modulating protein Hha
b0461,tomB,0,480334,480708,-1,1606,0.227810650887574,375,77,Hha toxicity modulator TomB
b0462,acrB,0,481254,484403,-1,8968,0.0924162257495591,3150,262,multidrug efflux pump RND permease AcrB
b0463,acrA,0,484426,485619,-1,5084,0.126511627906977,1194,136,multidrug efflux pump membrane fusion lipoprotein AcrA
b0464,acrR,0,485761,486408,1,5768,0.241438356164384,648,141,DNA-binding transcriptional repressor AcrR
b0465,mscK,0,486536,489898,1,11458,0.101420548397754,3363,307,potassium dependent, small conductance mechanosensitive channel
