seqid	start	end	strand	gene	locus_tag
CP000031.2	2529079	2530809	+		SPO2385
CP000031.2	2530809	2531138	+		SPO2386
CP000031.2	2531147	2532553	+		SPO2387
CP000031.2	2532579	2533220	+		SPO2388
CP000031.2	2533221	2535503	+		SPO2389
CP000031.2	2537524	2538183	+		SPO2390
CP000031.2	2538862	2538966	-		SPO2392
CP000031.2	2539786	2540238	-		SPO2393
CP000031.2	2540450	2541232	-	coxF	SPO2394
CP000031.2	2541229	2542410	-	coxE	SPO2395
CP000031.2	2542407	2543309	-	coxD	SPO2396
CP000031.2	2543341	2545770	-	coxL-2	SPO2397
CP000031.2	2545767	2546261	-	coxS-2	SPO2398
CP000031.2	2546275	2547129	-	coxM	SPO2399
CP000031.2	2547241	2548362	-	coxC	SPO2400
CP000031.2	2548865	2552134	-		SPO2401
CP000031.2	2554586	2554690	+		SPO2403
CP000031.2	2555369	2556028	-		SPO2405
CP000031.2	2556697	2557137	+		SPO2406
CP000031.2	2557082	2557657	+		SPO2407
CP000031.2	2559205	2559840	-		SPO2408
CP000031.2	2560696	2561463	-		SPO2409
CP000031.2	2561460	2563241	-		SPO2410
CP000031.2	2563264	2563818	+		SPO2411
CP000031.2	2563840	2564535	+		SPO2412
CP000031.2	2564545	2565297	+		SPO2413
CP000031.2	2565438	2566607	-		SPO2414
CP000031.2	2566604	2567518	-		SPO2415
CP000031.2	2567538	2568449	-		SPO2416
CP000031.2	2568540	2569301	-	idnO	SPO2417
CP000031.2	2569500	2570102	+		SPO2418
CP000031.2	2570163	2571314	+		SPO2419
CP000031.2	2571463	2572377	+	kdgK	SPO2420
CP000031.2	2572374	2573342	+		SPO2421
CP000031.2	2573456	2574397	-		SPO2422
CP000031.2	2574533	2574796	+		SPO2423
CP000031.2	2574810	2575859	+	idnD	SPO2424
CP000031.2	2575869	2576696	+		SPO2425
CP000031.2	2576698	2577585	-		SPO2426
CP000031.2	2577593	2578315	-		SPO2427
CP000031.2	2578312	2579220	-		SPO2428
CP000031.2	2579217	2580281	-		SPO2429
CP000031.2	2580278	2581771	-		SPO2430
CP000031.2	2581862	2583490	-		SPO2431
CP000031.2	2583492	2584100	-		SPO2432
CP000031.2	2584429	2585601	-		SPO2433
CP000031.2	2585638	2586345	+		SPO2434
CP000031.2	2586388	2587233	+		SPO2435
CP000031.2	2587543	2589981	-		SPO2436
CP000031.2	2590021	2590803	-		SPO2437
CP000031.2	2590806	2591693	-		SPO2438
CP000031.2	2591934	2592701	+		SPO2439
CP000031.2	2592709	2593863	+		SPO2440
CP000031.2	2594077	2595051	+		SPO2441
CP000031.2	2595165	2596196	+		SPO2442
CP000031.2	2596208	2597269	+		SPO2443
CP000031.2	2597381	2597803	-	ndk	SPO2444
CP000031.2	2597930	2599195	-		SPO2445
CP000031.2	2599237	2601087	+		SPO2446
CP000031.2	2601042	2601566	+		SPO2447
CP000031.2	2601563	2602183	+		SPO2448
CP000031.2	2602223	2602804	+		SPO2449
CP000031.2	2602904	2603656	+		SPO2450
CP000031.2	2603666	2604430	-		SPO2451
CP000031.2	2604617	2605081	-		SPO2452
CP000031.2	2605086	2606567	-	pepA	SPO2453
CP000031.2	2606800	2607897	+		SPO2454
CP000031.2	2607897	2610053	+		SPO2455
CP000031.2	2610038	2611276	+		SPO2456
CP000031.2	2611281	2612240	+	pdxA-1	SPO2457
CP000031.2	2612322	2613161	+	ksgA	SPO2458
CP000031.2	2613329	2614039	-		SPO2459
CP000031.2	2614197	2615012	-		SPO2460
CP000031.2	2615036	2616091	-	prfA	SPO2461
CP000031.2	2616119	2616448	+		SPO2462
CP000031.2	2616389	2616793	-		SPO2463
CP000031.2	2616797	2617744	-	speB-2	SPO2464
CP000031.2	2617829	2618368	-		SPO2465
CP000031.2	2618408	2618785	+		SPO2466
CP000031.2	2618826	2619809	-	speB-3	SPO2467
CP000031.2	2619855	2621018	-		SPO2468
CP000031.2	2621084	2621905	+		SPO2469
CP000031.2	2622029	2622970	+	iunH	SPO2470
CP000031.2	2622967	2623416	+		SPO2471
CP000031.2	2623474	2623788	-		SPO2472
CP000031.2	2623760	2624521	-		SPO2473
CP000031.2	2624679	2625956	-	eno	SPO2474
CP000031.2	2626106	2627041	-		SPO2475
CP000031.2	2627221	2627538	+		SPO2476
CP000031.2	2627653	2628066	-	mur	SPO2477
CP000031.2	2628406	2629668	+		SPO2478
CP000031.2	2629707	2630138	-		SPO2479
CP000031.2	2630164	2631609	+		SPO2480
CP000031.2	2631697	2632602	-		SPO2481
CP000031.2	2632688	2633389	+		SPO2482
CP000031.2	2633487	2634569	-		SPO2483
CP000031.2	2634662	2635909	+	tyrS	SPO2484
CP000031.2	2636008	2636130	-		SPO2485
CP000031.2	2636177	2637079	+		SPO2486
CP000031.2	2637107	2637862	+		SPO2487
CP000031.2	2637884	2639692	-		SPO2488
CP000031.2	2639745	2640536	-		SPO2489
CP000031.2	2640572	2641039	-		SPO2490
CP000031.2	2641055	2641663	+		SPO2491
CP000031.2	2641872	2642078	+	rpmF	SPO2492
CP000031.2	2642103	2643218	+	plsX	SPO2493
CP000031.2	2643224	2644195	+	fabH-2	SPO2494
CP000031.2	2644280	2644582	+	ihfA	SPO2495
CP000031.2	2644601	2645332	+		SPO2496
CP000031.2	2645394	2645470	+		SPO_tRNA-Pro-5
CP000031.2	2645532	2646611	+		SPO2498
CP000031.2	2646622	2646837	-		SPO2499
CP000031.2	2646906	2647562	-	scpB	SPO2500
CP000031.2	2647559	2648404	-	scpA	SPO2501
CP000031.2	2648340	2649347	-		SPO2502
CP000031.2	2649344	2650570	-		SPO2503
CP000031.2	2650530	2652275	-	argS	SPO2504
CP000031.2	2652347	2653504	-		SPO2505
CP000031.2	2653580	2653903	+		SPO2506
CP000031.2	2653907	2654800	-		SPO2507
CP000031.2	2655933	2656418	-		SPO2508
CP000031.2	2656687	2657493	+	xth	SPO2509
CP000031.2	2657582	2658748	-	nahG	SPO2510
CP000031.2	2658827	2659303	-		SPO2511
CP000031.2	2659639	2660484	+		SPO2512
CP000031.2	2660652	2662097	+		SPO2513
CP000031.2	2662113	2662280	+		SPO2514
CP000031.2	2662285	2663469	+		SPO2515
CP000031.2	2663514	2663705	-		SPO2516
CP000031.2	2663947	2664633	+		SPO2517
CP000031.2	2664630	2665634	+		SPO2518
CP000031.2	2665626	2666180	-		SPO2519
CP000031.2	2666177	2667388	-		SPO2520
CP000031.2	2667428	2668204	-		SPO2521
CP000031.2	2668333	2668608	-		SPO2522
CP000031.2	2668592	2671393	-	glnE	SPO2523
CP000031.2	2671476	2671949	+		SPO2524
CP000031.2	2671959	2672105	-		SPO2525
CP000031.2	2672615	2672827	-		SPO2526
CP000031.2	2675133	2676572	-	nylA	SPO2527
CP000031.2	2676618	2678333	-		SPO2528
CP000031.2	2678337	2680001	-		SPO2529
CP000031.2	2679998	2681020	-		SPO2530
CP000031.2	2681017	2681895	-		SPO2531
CP000031.2	2681899	2682615	-		SPO2532
CP000031.2	2682612	2683379	-		SPO2533
CP000031.2	2683387	2684706	-		SPO2534
CP000031.2	2684726	2685841	-		SPO2535
CP000031.2	2685998	2686735	+		SPO2536
CP000031.2	2687186	2687305	-		SPO2537
CP000031.2	2687392	2688633	-		SPO2538
CP000031.2	2688663	2690210	-		SPO2539
CP000031.2	2690234	2691604	-		SPO2540
CP000031.2	2691612	2693168	-		SPO2541
CP000031.2	2693313	2693540	+		SPO2542
CP000031.2	2693581	2694330	+		SPO2543
CP000031.2	2694318	2695223	-		SPO2544
CP000031.2	2695282	2696325	-		SPO2545
CP000031.2	2696371	2696883	-		SPO2546
CP000031.2	2696885	2698198	-		SPO2547
CP000031.2	2698319	2699311	+		SPO2548
CP000031.2	2699318	2700349	+		SPO2549
CP000031.2	2700406	2701119	-		SPO2550
CP000031.2	2701139	2702095	-		SPO2551
CP000031.2	2702095	2703960	-		SPO2552
CP000031.2	2703957	2704904	-		SPO2553
CP000031.2	2704965	2706596	-		SPO2554
CP000031.2	2706644	2707309	+		SPO2555
CP000031.2	2707302	2708531	+		SPO2556
CP000031.2	2710770	2711726	+	gnl	SPO2559
CP000031.2	2711723	2712622	+	garR	SPO2560
CP000031.2	2712619	2713851	+		SPO2561
CP000031.2	2713848	2714495	+	fucA	SPO2562
CP000031.2	2714492	2715247	+		SPO2563
CP000031.2	2715967	2716071	+		SPO2564
CP000031.2	2716358	2717440	+		SPO2565
CP000031.2	2717427	2718212	+		SPO2566
CP000031.2	2719095	2719544	+		SPO2567
CP000031.2	2719602	2720039	+		SPO2568
CP000031.2	2720073	2720936	+	ate	SPO2569
CP000031.2	2720941	2721321	+		SPO2570
CP000031.2	2721518	2723872	-		SPO2571
CP000031.2	2723890	2724585	-		SPO2572
CP000031.2	2724932	2726017	-		SPO2573
CP000031.2	2726107	2727711	+		SPO2574
CP000031.2	2727708	2728358	+		SPO2575
CP000031.2	2728310	2728927	-		SPO2576
CP000031.2	2729045	2730133	+		SPO2577
CP000031.2	2730488	2732239	+	ilvB	SPO2578
CP000031.2	2732309	2732869	+	ilvN	SPO2579
CP000031.2	2732881	2733249	-		SPO2580
CP000031.2	2733467	2734264	+		SPO2581
CP000031.2	2734306	2735085	-		SPO2582
CP000031.2	2735117	2736520	-		SPO2583
CP000031.2	2736655	2737086	+		SPO2584
CP000031.2	2737182	2738309	-	prfB	SPO2585
CP000031.2	2738541	2740532	+		SPO2586
CP000031.2	2740526	2743012	-	mrca	SPO2587
CP000031.2	2743169	2744386	-		SPO2588
CP000031.2	2744448	2745617	-		SPO2589
CP000031.2	2745616	2746965	+		SPO2590
CP000031.2	2746962	2747720	+		SPO2591
CP000031.2	2747791	2748579	-		SPO2592
CP000031.2	2748810	2749070	+		SPO2593
CP000031.2	2749078	2750205	-	ispG	SPO2594
CP000031.2	2750275	2751480	-		SPO2595
CP000031.2	2751610	2752833	-	hemA-1	SPO2596
CP000031.2	2753153	2754541	+		SPO2597
CP000031.2	2754570	2755529	-		SPO2598
CP000031.2	2755572	2755648	-		SPO_tRNA-Asp-1
CP000031.2	2755701	2755777	-		SPO_tRNA-Asp-2
CP000031.2	2755964	2756902	-		SPO2601
CP000031.2	2757002	2757874	-		SPO2602
CP000031.2	2757970	2758764	+		SPO2603
CP000031.2	2758781	2759317	+		SPO2604
CP000031.2	2759319	2760644	+		SPO2605
CP000031.2	2760699	2761733	+		SPO2606
CP000031.2	2761831	2763186	+		SPO2607
CP000031.2	2763290	2764666	+		SPO2608
CP000031.2	2764672	2765817	+		SPO2609
CP000031.2	2765918	2766706	+		SPO2610
CP000031.2	2766847	2766921	-		SPO_tRNA-Val-3
CP000031.2	2766941	2767435	-		SPO2612
CP000031.2	2767580	2769991	-	lon	SPO2613
CP000031.2	2770254	2770937	-		SPO2614
CP000031.2	2770953	2772029	-		SPO2615
CP000031.2	2772303	2773433	-	tgt	SPO2616
CP000031.2	2773609	2774499	+		SPO2617
CP000031.2	2774499	2774771	+		SPO2618
CP000031.2	2774916	2775278	+		SPO2619
CP000031.2	2775570	2775944	+		SPO2620
CP000031.2	2776046	2776801	+	tpiA	SPO2621
CP000031.2	2776811	2777326	+		SPO2622
CP000031.2	2777344	2777961	-		SPO2623
CP000031.2	2778081	2778536	+		SPO2624
CP000031.2	2778588	2779241	+		SPO2625
CP000031.2	2779287	2780684	-		SPO2626
CP000031.2	2780684	2781355	-		SPO2627
CP000031.2	2781428	2782429	-		SPO2628
CP000031.2	2782757	2783986	-		SPO2629
CP000031.2	2783983	2785719	-		SPO2630
CP000031.2	2785773	2786234	-		SPO2631
CP000031.2	2786375	2787151	+	cobA-1	SPO2632
CP000031.2	2787151	2787465	+		SPO2633
CP000031.2	2787529	2789193	+		SPO2634
CP000031.2	2789183	2789944	+	cysH	SPO2635
CP000031.2	2789941	2790348	+		SPO2636
CP000031.2	2790463	2791296	+		SPO2637
CP000031.2	2791443	2791991	+	infC	SPO2638
CP000031.2	2792213	2793253	-		SPO2639
CP000031.2	2793250	2794230	-		SPO2640
CP000031.2	2794398	2794991	-		SPO2641
CP000031.2	2794995	2795579	-		SPO2642
CP000031.2	2795664	2796752	-		SPO2643
CP000031.2	2796749	2798011	-		SPO2644
CP000031.2	2798048	2799031	+		SPO2645
CP000031.2	2799125	2800033	-		SPO2646
CP000031.2	2800109	2801326	+		SPO2647
CP000031.2	2801323	2802012	+		SPO2648
CP000031.2	2802012	2804393	+		SPO2649
CP000031.2	2804397	2805095	+		SPO2650
CP000031.2	2805102	2806181	+		SPO2651
CP000031.2	2806267	2807226	+		SPO2652
CP000031.2	2807217	2807744	-		SPO2652a
CP000031.2	2807763	2808803	+		SPO2653
CP000031.2	2808881	2809558	+	pyrE	SPO2654
CP000031.2	2809754	2811244	+	dnaB	SPO2655
CP000031.2	2811254	2812144	-		SPO2656
CP000031.2	2812165	2813322	+		SPO2657
CP000031.2	2813354	2814217	+	gltI	SPO2658
CP000031.2	2814284	2815000	+	gltJ	SPO2659
CP000031.2	2815004	2815660	+	gltK	SPO2660
CP000031.2	2815657	2816385	+	gltL	SPO2661
CP000031.2	2816517	2817974	-		SPO2662
CP000031.2	2817971	2819341	-	aspA	SPO2663
CP000031.2	2819352	2820119	-		SPO2664
CP000031.2	2820121	2820915	-		SPO2665
CP000031.2	2820992	2821795	-		SPO2666
CP000031.2	2821813	2822646	-		SPO2667
CP000031.2	2822838	2823731	+		SPO2668
CP000031.2	2823917	2824870	+		SPO2669
CP000031.2	2824890	2826023	+	alr	SPO2670
CP000031.2	2826020	2826802	+		SPO2671
CP000031.2	2826799	2827548	+		SPO2672
CP000031.2	2827545	2828048	+		SPO2673
CP000031.2	2828260	2829621	+	radA	SPO2674
CP000031.2	2829664	2830218	+		SPO2675
CP000031.2	2830465	2831037	+		SPO2676
CP000031.2	2831180	2832652	+	purF	SPO2677
CP000031.2	2832797	2833045	+		SPO2678
CP000031.2	2833087	2833731	+		SPO2679
CP000031.2	2833786	2834628	-		SPO2680
CP000031.2	2834747	2835685	-	tatC	SPO2681
CP000031.2	2835682	2836140	-	tatB	SPO2682
CP000031.2	2836147	2836362	-		SPO2683
CP000031.2	2836587	2836886	+		SPO2684
CP000031.2	2836952	2837617	+		SPO2685
CP000031.2	2837757	2838947	-		SPO2686
CP000031.2	2839026	2839673	-	pcm-2	SPO2687
CP000031.2	2839670	2840452	-	surE	SPO2688
CP000031.2	2840664	2841761	-		SPO2689
CP000031.2	2841852	2842907	-		SPO2690
CP000031.2	2843066	2844172	-		SPO2691
CP000031.2	2844176	2844955	-		SPO2692
CP000031.2	2845135	2846145	+		SPO2693
CP000031.2	2846272	2846715	+		SPO2694
CP000031.2	2846761	2848368	+		SPO2695
CP000031.2	2848414	2849541	-		SPO2696
CP000031.2	2849544	2851637	-		SPO2697
CP000031.2	2851634	2852794	-		SPO2698
CP000031.2	2852808	2853605	-		SPO2699
CP000031.2	2853602	2854480	-		SPO2700
CP000031.2	2854506	2855615	-		SPO2701
CP000031.2	2855695	2856696	-		SPO2702
CP000031.2	2856697	2857587	-		SPO2703
CP000031.2	2857723	2858808	+		SPO2704
CP000031.2	2858774	2859727	-		SPO2705
CP000031.2	2859724	2860545	-	caiD-1	SPO2706
CP000031.2	2860542	2861576	-		SPO2707
CP000031.2	2861604	2863085	-		SPO2708
CP000031.2	2863229	2863633	+		SPO2709
CP000031.2	2863633	2864439	+		SPO2710
CP000031.2	2864436	2866547	+		SPO2711
CP000031.2	2866561	2867175	+		SPO2712
CP000031.2	2867241	2869199	-		SPO2713
CP000031.2	2869192	2871339	-		SPO2714
CP000031.2	2871336	2873189	-		SPO2715
CP000031.2	2873397	2897678	-		SPO2716
CP000031.2	2897726	2898508	+		SPO2717
CP000031.2	2898517	2899332	+		SPO2718
CP000031.2	2899432	2900268	-		SPO2719
CP000031.2	2901440	2902945	-		SPO2720
CP000031.2	2903103	2903699	+		SPO2721
CP000031.2	2903696	2904055	+		SPO2722
CP000031.2	2904052	2905608	+		SPO2723
CP000031.2	2905670	2906335	+		SPO2723a
CP000031.2	2906727	2910767	+		SPO2724
CP000031.2	2911526	2911624	-		SPO2725
CP000031.2	2911999	2913924	-		SPO2726
CP000031.2	2917909	2918343	-		SPO2729
CP000031.2	2918340	2918546	-		SPO2730
CP000031.2	2918828	2919397	+		SPO2731
CP000031.2	2920540	2923242	+	hsdM	SPO2733
CP000031.2	2923235	2924539	+	hsdS	SPO2734
CP000031.2	2924536	2927919	+	hsdR	SPO2735
CP000031.2	2927916	2928629	+		SPO3899
CP000031.2	2928707	2929645	+		SPO2736
CP000031.2	2929928	2930017	-		SPO_tRNA-Ser-4
CP000031.2	2930226	2931107	+		SPO2738
CP000031.2	2931125	2932291	+		SPO2739
CP000031.2	2932288	2932923	+	tmk	SPO2740
CP000031.2	2932920	2934041	+		SPO2741
CP000031.2	2934038	2934853	+		SPO2742
CP000031.2	2934850	2935650	+		SPO2743
CP000031.2	2935706	2936638	+		SPO2744
CP000031.2	2936611	2937378	+		SPO2745
CP000031.2	2937381	2938667	-		SPO2746
CP000031.2	2938815	2939882	-		SPO2747
CP000031.2	2939888	2940475	-		SPO2748
CP000031.2	2940563	2942338	-		SPO2749
CP000031.2	2942421	2943980	-		SPO2750
CP000031.2	2944097	2944786	-		SPO2751
CP000031.2	2944826	2945107	-		SPO2752
CP000031.2	2945203	2946591	+		SPO2753
CP000031.2	2946588	2947058	-		SPO2754
CP000031.2	2947059	2947427	-		SPO2755
CP000031.2	2947411	2948013	-		SPO2756
CP000031.2	2948019	2948498	-		SPO2757
CP000031.2	2948733	2949125	+		SPO2758
CP000031.2	2949149	2949856	+		SPO2759
CP000031.2	2949939	2951606	-		SPO2760
CP000031.2	2951603	2952382	-		SPO2761
CP000031.2	2952396	2953145	-		SPO2762
CP000031.2	2953204	2954646	-	nuoN	SPO2763
CP000031.2	2954662	2956203	-	nuoM	SPO2764
CP000031.2	2956203	2958347	-	nuoL	SPO2765
CP000031.2	2958354	2958659	-	nuoK	SPO2766
CP000031.2	2958738	2959340	-	nuoJ	SPO2767
CP000031.2	2959337	2959756	-		SPO2768
CP000031.2	2959753	2960622	-		SPO2769
CP000031.2	2960619	2961113	-	nuoI	SPO2770
CP000031.2	2961110	2961325	-		SPO2771
CP000031.2	2961327	2962364	-	nuoH	SPO2772
CP000031.2	2962371	2962757	-		SPO2773
CP000031.2	2962754	2964778	-	nuoG	SPO2774
CP000031.2	2964782	2965288	-		SPO2775
CP000031.2	2965285	2965668	-		SPO2776
CP000031.2	2965665	2966963	-	nuoF	SPO2777
CP000031.2	2966973	2967218	-		SPO2778
CP000031.2	2967222	2967668	-		SPO2779
CP000031.2	2967691	2968935	-	nuoE	SPO2780
CP000031.2	2968961	2969272	-		SPO2781
CP000031.2	2969269	2970486	-	nuoD	SPO2782
CP000031.2	2970562	2970699	-		SPO2783
CP000031.2	2970878	2971480	-	nuoC	SPO2784
CP000031.2	2971493	2972026	-	nuoB	SPO2785
CP000031.2	2972017	2972382	-	nuoA	SPO2786
CP000031.2	2972568	2973356	-		SPO2787
CP000031.2	2973423	2974277	-	mvaB	SPO2788
CP000031.2	2974343	2976280	-	mccA	SPO2789
CP000031.2	2976299	2976865	-		SPO3900
CP000031.2	2976952	2978556	-	mccB	SPO2790
CP000031.2	2978553	2980085	-	acsA	SPO2791
CP000031.2	2980253	2980858	+	ompW	SPO2792
CP000031.2	2980920	2982083	-	ivD	SPO2793
CP000031.2	2982117	2982233	-		SPO2794
CP000031.2	2982238	2983428	-		SPO2795
CP000031.2	2983502	2984164	-	gph-2	SPO2796
CP000031.2	2984283	2985635	+	glmU	SPO2797
CP000031.2	2985716	2986402	+		SPO2798
CP000031.2	2986942	2987949	+		SPO2799
CP000031.2	2987953	2989251	+	kdtA	SPO2800
CP000031.2	2989251	2990306	+	lpcC	SPO2801
CP000031.2	2990368	2991423	+		SPO2802
CP000031.2	2991466	2992983	+		SPO2803
CP000031.2	2992980	2994053	+		SPO2804
CP000031.2	2994050	2994994	+		SPO2805
CP000031.2	2995004	2996296	+		SPO2806
CP000031.2	2996355	2996993	+		SPO2807
CP000031.2	2997042	2998205	-		SPO2808
CP000031.2	2998227	2999396	-		SPO2809
CP000031.2	2999411	3000574	-		SPO2810
CP000031.2	3000605	3001771	-		SPO2811
CP000031.2	3001936	3003102	-	argE-1	SPO2812
CP000031.2	3003106	3004971	-		SPO2813
CP000031.2	3005237	3006958	+		SPO2814
CP000031.2	3007055	3008062	+		SPO2815
CP000031.2	3008055	3008966	+		SPO2816
CP000031.2	3009176	3010249	+		SPO2817
CP000031.2	3010185	3011465	-		SPO2818
CP000031.2	3011652	3013085	-	pntB	SPO2819
CP000031.2	3013099	3014670	-	pntA	SPO2820
CP000031.2	3014801	3015250	-		SPO2821
CP000031.2	3015439	3016386	-		SPO2822
CP000031.2	3016507	3017259	+	bdh-2	SPO2823
CP000031.2	3017475	3018680	+	kynU	SPO2824
CP000031.2	3018688	3019266	-		SPO2825
CP000031.2	3019388	3019852	+	iorA	SPO2826
CP000031.2	3019856	3022096	+		SPO2827
CP000031.2	3022298	3024376	+		SPO2828
CP000031.2	3024662	3026077	-		SPO2829
CP000031.2	3026074	3027690	-		SPO2830
CP000031.2	3027687	3028673	-		SPO2831
CP000031.2	3028670	3029644	-		SPO2832
CP000031.2	3029641	3030519	-		SPO2833
CP000031.2	3030530	3031474	-		SPO2834
CP000031.2	3031550	3033118	-		SPO2835
CP000031.2	3033293	3034084	+		SPO2836
CP000031.2	3034342	3035121	-		SPO2837
CP000031.2	3035244	3035669	-		SPO2838
CP000031.2	3035755	3037902	-	glcB	SPO2839
CP000031.2	3038166	3038915	+		SPO2840
CP000031.2	3039021	3041573	+	pepN	SPO2841
CP000031.2	3041577	3042317	+		SPO2842
CP000031.2	3042277	3042756	+		SPO2843
CP000031.2	3042301	3043287	-		SPO2844
CP000031.2	3042728	3044164	+		SPO2845
CP000031.2	3044167	3045009	-		SPO2846
CP000031.2	3045151	3046662	+	gatB	SPO2847
CP000031.2	3046927	3047454	+		SPO2848
CP000031.2	3047451	3047705	-		SPO2849
CP000031.2	3047849	3048469	+		SPO2850
CP000031.2	3048462	3049625	-		SPO2851
CP000031.2	3049638	3050240	+		SPO2852
CP000031.2	3050380	3051366	+		SPO2853
CP000031.2	3051363	3051806	+	nucH	SPO2854
CP000031.2	3051927	3053804	+		SPO2855
CP000031.2	3053976	3054362	-		SPO2856
CP000031.2	3054454	3056244	+		SPO2857
CP000031.2	3056328	3056672	+		SPO2858
CP000031.2	3056740	3057702	-		SPO2859
CP000031.2	3057922	3058806	+		SPO2860
CP000031.2	3059172	3059570	+		SPO2861
CP000031.2	3059574	3060629	+		SPO2862
CP000031.2	3060639	3063932	+		SPO2863
CP000031.2	3063929	3065056	+		SPO2864
CP000031.2	3065056	3065685	+	cobH	SPO2865
CP000031.2	3065682	3066410	+	cobI	SPO2866
CP000031.2	3066407	3067159	+	cobJ	SPO2867
CP000031.2	3067132	3067884	-	cobK	SPO2868
CP000031.2	3067883	3069082	+	cobL	SPO2869
CP000031.2	3069079	3069447	+		SPO2870
CP000031.2	3069444	3070238	+	cobM	SPO2871
CP000031.2	3070231	3071547	+	cobB	SPO2872
CP000031.2	3071544	3072272	+	cobA-2	SPO2873
CP000031.2	3072265	3073008	+	cobF	SPO2874
CP000031.2	3073275	3073469	+		SPO2875
CP000031.2	3073473	3074171	+		SPO2876
CP000031.2	3074235	3074729	+		SPO2877
CP000031.2	3074717	3075109	-		SPO2878
CP000031.2	3075129	3076046	-		SPO2879
CP000031.2	3076113	3076940	-		SPO2880
CP000031.2	3076958	3079153	+		SPO2881
CP000031.2	3079195	3080103	+		SPO2882
CP000031.2	3080175	3081725	-		SPO2883
CP000031.2	3081812	3082327	+		SPO2884
CP000031.2	3082401	3084020	+		SPO2885
CP000031.2	3084007	3085200	+		SPO2886
CP000031.2	3085378	3086748	+		SPO2887
CP000031.2	3086776	3088002	+		SPO2888
CP000031.2	3087999	3089498	+	mdoG	SPO2889
CP000031.2	3089486	3091369	+		SPO2890
CP000031.2	3091374	3092192	-		SPO2891
CP000031.2	3092189	3092671	-		SPO2892
CP000031.2	3092892	3095801	+	phaA	SPO2893
CP000031.2	3095803	3096162	+		SPO2894
CP000031.2	3096159	3097706	+	phaD	SPO2895
CP000031.2	3097703	3098200	+	phaE	SPO2896
CP000031.2	3098197	3098469	+	phaF	SPO2897
CP000031.2	3098477	3098863	+	phaG	SPO2898
CP000031.2	3098868	3101027	+		SPO2899
CP000031.2	3101183	3102235	-		SPO2900
CP000031.2	3102273	3102938	-		SPO2901
CP000031.2	3102948	3103577	-		SPO2902
CP000031.2	3103731	3105479	+		SPO2903
CP000031.2	3105483	3107057	-		SPO2904
CP000031.2	3107175	3107513	+		SPO2905
CP000031.2	3107510	3107941	+		SPO2906
CP000031.2	3107944	3108996	+	pyrD	SPO2907
CP000031.2	3108993	3109337	+	arsC-1	SPO2908
CP000031.2	3109321	3110646	-	dinF	SPO2909
CP000031.2	3110654	3111172	-		SPO2910
CP000031.2	3111174	3111644	-		SPO2911
CP000031.2	3111711	3112079	+		SPO2912
CP000031.2	3112200	3112394	+		SPO2913
CP000031.2	3112614	3113015	+		SPO2914
CP000031.2	3113060	3114841	+		SPO2915
CP000031.2	3114896	3115108	+		SPO2916
CP000031.2	3115377	3116015	+		SPO2917
CP000031.2	3116026	3117237	+		SPO2918
CP000031.2	3117237	3117725	+		SPO2919
CP000031.2	3117718	3119919	+	fabJ-1	SPO2920
CP000031.2	3119988	3120722	-		SPO2921
CP000031.2	3120894	3121541	-		SPO2922
CP000031.2	3121573	3122481	-		SPO2923
CP000031.2	3122516	3123655	+		SPO2924
CP000031.2	3123722	3124882	-		SPO2925
CP000031.2	3124961	3125593	-	upp	SPO2926
CP000031.2	3125590	3126591	-	add	SPO2927
CP000031.2	3126588	3127799	-	deoB	SPO2928
CP000031.2	3127796	3129106	-	deoA	SPO2929
CP000031.2	3129110	3129502	-	cdd	SPO2930
CP000031.2	3129644	3130828	-		SPO2931
CP000031.2	3130874	3133147	+		SPO2932
CP000031.2	3133190	3133579	+		SPO2933
CP000031.2	3133804	3135693	+	prpE	SPO2934
CP000031.2	3135863	3136318	+		SPO2935
CP000031.2	3136315	3136875	+		SPO2936
CP000031.2	3136875	3137447	+		SPO2937
CP000031.2	3137526	3138956	+		SPO2938
CP000031.2	3139261	3140022	-		SPO2939
CP000031.2	3140191	3141486	+	glyA-2	SPO2940
CP000031.2	3141622	3142431	+		SPO2941
CP000031.2	3142500	3142874	-		SPO2942
CP000031.2	3142977	3143735	+		SPO2943
CP000031.2	3143880	3144104	-		SPO2944
CP000031.2	3144144	3144527	-		SPO2945
CP000031.2	3144629	3146116	-		SPO2946
CP000031.2	3146132	3146593	-		SPO2947
CP000031.2	3146695	3147741	+		SPO2948
CP000031.2	3147747	3148091	-		SPO2949
CP000031.2	3148161	3149342	-		SPO2950
CP000031.2	3149397	3150176	-		SPO2951
CP000031.2	3150253	3152031	-		SPO2952
CP000031.2	3152139	3152951	-		SPO2953
CP000031.2	3153133	3153690	-		SPO2954
CP000031.2	3153699	3155090	-	mgtE	SPO2955
CP000031.2	3155226	3156509	+		SPO2956
CP000031.2	3156590	3157924	-		SPO2957
CP000031.2	3158041	3158832	-		SPO2958
CP000031.2	3158882	3159253	-		SPO2959
CP000031.2	3159604	3160560	+		SPO2960
CP000031.2	3160723	3161601	-		SPO2961
CP000031.2	3161681	3161932	+		SPO2962
CP000031.2	3162082	3162891	+		SPO2963
CP000031.2	3162963	3163613	-		SPO2964
CP000031.2	3163618	3163785	-	rpmG	SPO2965
CP000031.2	3163911	3164251	-		SPO_SprnpB1
CP000031.2	3164374	3165048	-		SPO2967
CP000031.2	3165055	3165966	-		SPO2968
