Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
idi	BW25113_RS15025	3026424	3026972	isopentenyl-diphosphate &Delta;-isomerase
smpB	BW25113_RS13675	2748255	2748737	SsrA-binding protein
yghR	BW25113_RS15500	3125813	3126571	putative ATP-binding protein YghR
ycbJ	BW25113_RS04765	967208	968101	putative phosphotransferase YcbJ
gatY	BW25113_RS10935	2169829	2170683	tagatose-1,6-bisphosphate aldolase 2
xynR	BW25113_RS01395	284115	284873	CP4-6 prophage; DNA-binding transcriptional repressor XynR
livK	BW25113_RS17900	3589811	3590920	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein
pntA	BW25113_RS08390	1670628	1672160	pyridine nucleotide transhydrogenase subunit &alpha;
dusA	BW25113_RS21025	4251597	4252634	tRNA-dihydrouridine synthase A
BW25113_RS10440	BW25113_RS10440	2063982	2064692	GTPase family protein
hemY	BW25113_RS19745	3980046	3981242	protein HemY
mglC	BW25113_RS11205	2230222	2231232	D-galactose/methyl-galactoside ABC transporter membrane subunit
ymiC	BW25113_RS25560	1329829	1329924	protein YmiC
BW25113_RS25970	BW25113_RS25970	524413	524586	hypothetical protein
pcm	BW25113_RS14275	2862252	2862878	protein-L-isoaspartate <i>O</i>-methyltransferase
tldD	BW25113_RS16815	3383942	3385387	metalloprotease subunit TldD
BW25113_RS11635	BW25113_RS11635	2323277	2327791	alpha-2-macroglobulin family protein
amiA	BW25113_RS12700	2545711	2546580	<i>N</i>-acetylmuramoyl-L-alanine amidase A
waaU	BW25113_RS18815	3791599	3792672	putative ADP-heptose:LPS heptosyltransferase 4
yabP	BW25113_RS00290	58474	59124	putative uncharacterized protein YabP
potG	BW25113_RS04440	890447	891580	putrescine ABC transporter ATP binding subunit
aes	BW25113_RS02460	494470	495429	acetylesterase
ynfO	BW25113_RS08120	1631013	1631246	Qin prophage; DUF3950 domain-containing protein YnfO
gcvP	BW25113_RS15095	3039527	3042400	glycine decarboxylase
ycbF	BW25113_RS04895	999376	1000113	putative fimbrial chaperone YcbF
tauA	BW25113_RS01885	380688	381650	taurine ABC transporter periplasmic binding protein
btuC	BW25113_RS08955	1788429	1789409	vitamin B<sub>12</sub> ABC transporter membrane subunit
yhhQ	BW25113_RS17970	3602577	3603242	queuosine precursor transporter
hyfR	BW25113_RS12995	2605259	2607271	DNA-binding transcriptional activator HyfR
exuR	BW25113_RS16070	3240011	3240787	DNA-binding transcriptional repressor ExuR
ybeD	BW25113_RS03280	657835	658098	DUF493 domain-containing protein YbeD
cueR	BW25113_RS02515	509449	509856	DNA-binding transcriptional dual regulator CueR
ybjM	BW25113_RS04400	885545	885922	putative inner membrane protein
emrA	BW25113_RS13970	2804786	2805958	multidrug efflux pump membrane fusion protein EmrA
BW25113_RS02350	BW25113_RS02350	471438	471749	MGMT family protein
ygbL	BW25113_RS14250	2856952	2857590	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
pqiA	BW25113_RS04925	1007457	1008710	intermembrane transport protein PqiA
pabA	BW25113_RS17420	3483625	3484188	aminodeoxychorismate synthase subunit 2
topA	BW25113_RS06645	1325305	1327902	DNA topoisomerase I
ycdU	BW25113_RS05360	1091299	1092285	uncharacterized protein YcdU
marR	BW25113_RS08020	1613377	1613811	DNA-binding transcriptional repressor MarR
guaA	BW25113_RS13080	2624317	2625894	GMP synthetase
ydcS	BW25113_RS07560	1505911	1507056	putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase
ymgG	BW25113_RS06095	1218100	1218444	PF13436 family protein YmgG
rpmD	BW25113_RS17120	3437902	3438081	50S ribosomal protein L30
yecH	BW25113_RS09975	1982732	1982971	DUF2492 domain-containing protein YecH
tap	BW25113_RS09880	1963640	1965241	methyl-accepting chemotaxis protein Tap
minC	BW25113_RS06120	1220841	1221536	Z-ring positioning protein MinC
osmB	BW25113_RS06710	1337367	1337585	osmotically-inducible lipoprotein OsmB
sgbU	BW25113_RS18595	3742592	3743452	putative L-xylulose 5-phosphate 3-epimerase
rclC	BW25113_RS01555	313437	314030	DUF417 domain-containing inner membrane protein RclC
zraR	BW25113_RS20775	4193248	4194573	DNA-binding transcriptional activator ZraR
fsaB	BW25113_RS20480	4128974	4129636	fructose-6-phosphate aldolase 2
tas	BW25113_RS14745	2964956	2965996	putative NADP(H)-dependent aldo-keto reductase Tas
paaD	BW25113_RS07300	1450182	1450679	phenylacetate degradation protein
aroA	BW25113_RS04710	954268	955551	3-phosphoshikimate 1-carboxyvinyltransferase
yhcC	BW25113_RS16640	3346480	3347409	radical SAM family oxidoreductase YhcC
ymfK	BW25113_RS05945	1197715	1198389	e14 prophage; putative repressor protein YmfK
envC	BW25113_RS18765	3780174	3781457	murein hydrolase activator EnvC
yaaW	BW25113_RS00060	10643	11356	putative enzyme-specific chaperone YaaW
BW25113_RS25830	BW25113_RS25830	4499693	4499950	hypothetical protein
pagP	BW25113_RS03235	652013	652573	Lipid A palmitoyltransferase
yjeH	BW25113_RS21515	4358973	4360229	L-methionine/branched chain amino acid exporter
yciH	BW25113_RS06705	1336915	1337241	putative translation factor
BW25113_RS03250	BW25113_RS03250	653487	654274	deaminated glutathione amidase
ymfJ	BW25113_RS05940	1197232	1197540	e14 prophage; uncharacterized protein YmfJ
rpoD	BW25113_RS15930	3206406	3208247	RNA polymerase sigma factor RpoD
prlC	BW25113_RS18115	3636500	3638542	oligopeptidase A
selA	BW25113_RS18645	3753218	3754609	selenocysteine synthase
BW25113_RS19545	BW25113_RS19545	3940317	3940392	tRNA-Trp
relA	BW25113_RS14480	2904776	2907010	GDP/GTP pyrophosphokinase
dnaK	BW25113_RS00070	12163	14079	chaperone protein DnaK
lapA	BW25113_RS06690	1334500	1334808	lipopolysaccharide assembly protein A
dmlA	BW25113_RS09420	1876169	1877254	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)
BW25113_RS23850	BW25113_RS23850	1644335	1645102	exonuclease
kefC	BW25113_RS00245	47769	49631	K<sup>+</sup> : H<sup>+</sup> antiporter KefC
glnK	BW25113_RS02330	468054	468392	nitrogen regulatory protein PII-2
fabZ	BW25113_RS00900	198588	199043	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase
ykfF	BW25113_RS01260	261015	261254	CP4-6 prophage; protein YkfF
hicB	BW25113_RS07550	1503765	1504181	antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB
BW25113_RS25065	BW25113_RS25065	1423053	1423241	Ail/Lom family outer membrane beta-barrel protein
rimL	BW25113_RS07485	1493195	1493734	ribosomal-protein-L12-serine <i>N</i>-acetyltransferase
ydjX	BW25113_RS09155	1827658	1828368	TVP38/TMEM64 family protein
yciU	BW25113_RS06505	1301078	1301407	DUF440 domain-containing protein YciU
ybdK	BW25113_RS03010	601721	602839	putative glutamate&mdash;cysteine ligase 2
yiaM	BW25113_RS18570	3737688	3738161	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit
hofQ	BW25113_RS17570	3512824	3514062	DNA utilization protein HofQ
nrdR	BW25113_RS02140	428458	428907	NrdR transcriptional repressor
kdgR	BW25113_RS09575	1903565	1904356	DNA-binding transcriptional repressor KdgR
ymfL	BW25113_RS05955	1198724	1199281	e14 prophage; uncharacterized protein YmfL
ibsD	BW25113_RS25750	3188125	3188184	putative toxic peptide IbsD
ydcA	BW25113_RS07445	1485934	1486107	protein YdcA
sfsA	BW25113_RS00730	157269	157973	sugar fermentation stimulation protein A
pyrD	BW25113_RS04900	1000224	1001234	dihydroorotate dehydrogenase, type 2
ygbA	BW25113_RS14220	2849812	2850165	protein YgbA
paaX	BW25113_RS07340	1457796	1458746	DNA-binding transcriptional repressor PaaX
waaJ	BW25113_RS18830	3794343	3795359	UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase
yiaB	BW25113_RS18495	3720767	3721108	PF05360 family inner membrane protein YiaB
yieF	BW25113_RS19305	3888012	3888578	quinone reductase
pyrB	BW25113_RS22045	4461277	4462212	aspartate carbamoyltransferase catalytic subunit
BW25113_RS22225	BW25113_RS22225	4496443	4496700	hypothetical protein
ymgK	BW25113_RS25985	1207716	1207760	protein YmgK
ydcO	BW25113_RS07525	1499162	1500376	BenE family transporter YdcO
ybhF	BW25113_RS04125	822701	824437	ABC exporter ATP binding subunit YbhF
yeiE	BW25113_RS11260	2242216	2243097	DNA-binding transcriptional dual regulator YeiE
phoB	BW25113_RS02065	412598	413287	DNA-binding transcriptional dual regulator PhoB
rplX	BW25113_RS17155	3440812	3441126	50S ribosomal protein L24
yceF	BW25113_RS05660	1141467	1142051	m<sup>7</sup>GTP pyrophosphatase
yafP	BW25113_RS01185	249196	249648	putative <i>N</i>-acetyltransferase YafP
modA	BW25113_RS03965	790545	791318	molybdate ABC transporter periplasmic binding protein
frdB	BW25113_RS21585	4369600	4370334	fumarate reductase iron-sulfur protein
yqhD	BW25113_RS15635	3148714	3149877	NADPH-dependent aldehyde reductase YqhD
rffC	BW25113_RS19680	3967827	3968501	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
adhP	BW25113_RS07750	1547085	1548095	ethanol dehydrogenase / alcohol dehydrogenase
wcaC	BW25113_RS10740	2124334	2125551	colanic acid biosynthesis galactosyltransferase WcaC
ybeY	BW25113_RS03420	687330	687797	endoribonuclease YbeY
gadX	BW25113_RS18225	3658346	3659170	DNA-binding transcriptional dual regulator GadX
cysQ	BW25113_RS21895	4426572	4427312	3'(2'),5'-bisphosphate nucleotidase
adhE	BW25113_RS06470	1290902	1293577	fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
sfmF	BW25113_RS02740	558786	559301	putative fimbrial protein SfmF
hofM	BW25113_RS17590	3515331	3516110	DNA utilization protein HofM
rlmA	BW25113_RS09540	1900508	1901317	23S rRNA m<sup>1</sup>G745 methyltransferase
panZ	BW25113_RS17905	3591344	3591727	PanD maturation factor
nusA	BW25113_RS16430	3309398	3310885	transcription termination/antitermination protein NusA
mltD	BW25113_RS01060	229084	230442	membrane-bound lytic murein transglycosylase D
fepG	BW25113_RS03065	615652	616644	ferric enterobactin ABC transporter membrane subunit FepG
leuO	BW25113_RS00380	80855	81799	DNA-binding transcriptional dual regulator LeuO
dctR	BW25113_RS18175	3648043	3648573	putative DNA-binding transcriptional regulator DctR
BW25113_RS26025	BW25113_RS26025	4521713	4521829	VOC family protein
menA	BW25113_RS20390	4109351	4110277	1,4-dihydroxy-2-naphthoate octaprenyltransferase
sdaA	BW25113_RS09490	1891189	1892553	L-serine deaminase I
thrC	BW25113_RS00020	3734	5020	threonine synthase
aqpZ	BW25113_RS04540	910808	911503	water channel AqpZ
espL1	BW25113_RS09000	1797351	1799250	type III secretion system effector EspL1
ymfN	BW25113_RS05965	1199626	1200993	e14 prophage; chimeric replication protein/phage terminase YmfN
azoR	BW25113_RS07405	1476512	1477117	FMN dependent NADH:quinone oxidoreductase
lpoA	BW25113_RS16315	3286759	3288795	outer membrane lipoprotein - activator of MrcA activity
yihV	BW25113_RS20150	4067099	4067995	6-deoxy-6-sulfofructose kinase
BW25113_RS19730	BW25113_RS19730	3976095	3976171	tRNA-Pro
cynX	BW25113_RS01750	355676	356857	cyanate transporter
dcuS	BW25113_RS21430	4339848	4341479	sensor histidine kinase DcuS
hofP	BW25113_RS17575	3513974	3514378	DNA utilization protein HofP
BW25113_RS25825	BW25113_RS25825	4496690	4496926	MFS transporter
BW25113_RS23090	BW25113_RS23090	1282344	1282475	RtT sRNA
exuT	BW25113_RS16065	3238583	3239881	hexuronate transporter
insQ	BW25113_RS07520	1497914	1499122	putative RNA-guided DNA endonuclease InsQ
uvrC	BW25113_RS10010	1986355	1988187	UvrABC excision nuclease subunit C
putA	BW25113_RS05275	1070376	1074338	fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA
BW25113_RS10370	BW25113_RS10370	2053332	2053407	tRNA-Asn
dacC	BW25113_RS04355	876183	877385	D-alanyl-D-alanine carboxypeptidase DacC
mdtG	BW25113_RS05490	1109720	1110946	efflux pump MdtG
manY	BW25113_RS09515	1897339	1898139	mannose-specific PTS enzyme IIC component
dauA	BW25113_RS06280	1254580	1256259	aerobic C4-dicarboxylate transporter DauA
eutP	BW25113_RS12830	2568337	2568816	putative ethanolamine utilization acetate kinase EutP
thiH	BW25113_RS20700	4180663	4181796	2-iminoacetate synthase
yjhR	BW25113_RS22400	4524608	4525848	helicase YjhR
nimR	BW25113_RS09365	1869012	1869833	DNA-binding transcriptional repressor NimR
ysdD	BW25113_RS25780	3877386	3877466	protein YsdD
BW25113_RS19715	BW25113_RS19715	3975735	3975811	tRNA-Arg
rhtA	BW25113_RS04225	844666	845553	L-threonine/L-homoserine exporter
argS	BW25113_RS09835	1954319	1956052	arginine&mdash;tRNA ligase
secA	BW25113_RS00490	104766	107471	protein translocation ATPase
uspE	BW25113_RS06990	1391929	1392879	universal stress protein E
srlA	BW25113_RS14065	2819191	2819754	sorbitol-specific PTS enzyme IIC<sub>2</sub> component
BW25113_RS16440	BW25113_RS16440	3311572	3311648	tRNA-Met
ftsI	BW25113_RS00420	87900	89666	peptidoglycan DD-transpeptidase FtsI
rfbB	BW25113_RS10660	2105457	2106542	dTDP-glucose 4,6-dehydratase 1
ybcF	BW25113_RS02675	545895	546788	putative carbamate kinase
ruvA	BW25113_RS09760	1939622	1940233	Holliday junction branch migration complex subunit RuvA
eutL	BW25113_RS12720	2549100	2549759	putative structural protein, ethanolamine utilization microcompartment
cobB	BW25113_RS05825	1174976	1175815	NAD-dependent protein deacylase
gspF	BW25113_RS17245	3453176	3454372	type II secretion system protein GspF
phnF	BW25113_RS21305	4311514	4312239	putative transcriptional regulator PhnF
ydjK	BW25113_RS09290	1853107	1854486	MFS transporter
citT	BW25113_RS03185	640573	642036	citrate:succinate antiporter
yfjZ	BW25113_RS13785	2770474	2770791	CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
ninE	BW25113_RS02820	568377	568547	DLP12 prophage; NinE family prophage protein
cyaA	BW25113_RS19765	3984513	3987059	adenylate cyclase
glpB	BW25113_RS11710	2347744	2349003	anaerobic glycerol-3-phosphate dehydrogenase subunit B
nudE	BW25113_RS17600	3518948	3519508	ADP-sugar diphosphatase NudE
gudD	BW25113_RS14495	2911404	2912744	<i>D</i>-glucarate dehydratase
hisP	BW25113_RS12045	2417215	2417988	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, ATP binding subunit
cysC	BW25113_RS14310	2866746	2867351	adenylyl-sulfate kinase
yfbM	BW25113_RS11870	2380413	2380916	DUF1877 domain-containing protein YfbM
insH1	BW25113_RS01325	269812	270828	CP4-6 prophage; IS<i>5</i> transposase and trans-activator
mtr	BW25113_RS16385	3297932	3299176	tryptophan:H<sup>+</sup> symporter Mtr
fryA	BW25113_RS12435	2495469	2497964	putative PTS multiphosphoryl transfer protein FryA
atoE	BW25113_RS11610	2318235	2319557	short chain fatty acid transporter
idnT	BW25113_RS22140	4481023	4482342	L-idonate/5-ketogluconate/gluconate transporter
agaC	BW25113_RS16275	3278044	3278847	galactosamine-specific PTS enzyme IIC component
ais	BW25113_RS11765	2358497	2359099	putative lipopolysaccharide core heptose(II)-phosphate phosphatase
yehW	BW25113_RS11105	2209224	2209955	glycine betaine ABC transporter membrane subunit YehW
rho	BW25113_RS19640	3959777	3961036	transcription termination factor Rho
dgkA	BW25113_RS20990	4246565	4246933	diacylglycerol kinase
ghoS	BW25113_RS21445	4342401	4342697	antitoxin of the GhoTS toxin-antitoxin system
gpp	BW25113_RS19620	3956105	3957589	guanosine-5'-triphosphate,3'-diphosphate phosphatase
atpH	BW25113_RS19415	3913230	3913763	ATP synthase F<sub>1</sub> complex subunit &delta;
yebV	BW25113_RS09620	1916037	1916273	DUF1480 domain-containing protein YebV
gsiA	BW25113_RS04305	862976	864847	glutathione ABC transporter ATP binding subunit GsiA
sixA	BW25113_RS12210	2449806	2450291	phosphohistidine phosphatase SixA
rhtC	BW25113_RS19850	4001117	4001737	L-threonine exporter
ybfA	BW25113_RS03620	724590	724796	DUF2517 domain-containing protein YbfA
fepA	BW25113_RS03035	605710	607950	ferric enterobactin outer membrane transporter
arnT	BW25113_RS11790	2364387	2366039	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
glpE	BW25113_RS17740	3554857	3555183	thiosulfate sulfurtransferase GlpE
udk	BW25113_RS10785	2135788	2136429	uridine/cytidine kinase
nagZ	BW25113_RS05760	1159551	1160576	&beta;-<i>N</i>-acetylglucosaminidase
proY	BW25113_RS02080	416442	417815	putative transporter ProY
abgR	BW25113_RS07025	1398998	1399906	putative LysR-type DNA-binding transcriptional regulator AbgR
yfiC	BW25113_RS13440	2705386	2706123	tRNA m<sup>6</sup>A37 methyltransferase
rpsS	BW25113_RS17190	3443607	3443885	30S ribosomal protein S19
BW25113_RS02035	BW25113_RS02035	404065	404406	DUF2773 domain-containing protein
ydcT	BW25113_RS07565	1507074	1508087	putative ABC transporter ATP-binding protein YdcT
bcsZ	BW25113_RS18305	3682515	3683621	endo-1,4-D-glucanase
elaD	BW25113_RS11855	2376192	2377403	protease ElaD
tmaR	BW25113_RS10490	2072513	2072842	PTS system regulator TmaR
ybeT	BW25113_RS03360	674308	674862	Sel1 repeat-containing protein YbeT
abpA	BW25113_RS13710	2756896	2758512	CP4-57 prophage; anti-bacteriophage protein
maeB	BW25113_RS12840	2569457	2571736	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>)
tmcA	BW25113_RS12905	2587203	2589218	tRNA<sup>Met</sup> cytidine acetyltransferase
holE	BW25113_RS09655	1919365	1919595	DNA polymerase III subunit &theta;
ampE	BW25113_RS00555	115768	116622	protein AmpE
BW25113_RS26035	BW25113_RS26035	1665258	1665377	hypothetical protein
gltS	BW25113_RS18965	3820820	3822025	glutamate:sodium symporter
nanS	BW25113_RS22405	4526431	4527411	<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate esterase
yshB	BW25113_RS20065	4047007	4047117	uncharacterized protein YshB
rbsB	BW25113_RS19495	3929638	3930528	ribose ABC transporter periplasmic binding protein
rmf	BW25113_RS04940	1011171	1011338	ribosome modulation factor
BW25113_RS10340	BW25113_RS10340	2045757	2046809	glycosyltransferase family 9 protein
dgoA	BW25113_RS19195	3866355	3866972	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
fumA	BW25113_RS08435	1680988	1682634	fumarase A
dusC	BW25113_RS11165	2222917	2223864	tRNA-dihydrouridine<sup>16</sup> synthase
wzxC	BW25113_RS10685	2112161	2113639	colanic acid repeat unit flippase
radD	BW25113_RS11400	2274111	2275871	DNA repair helicase RadD
pdeA	BW25113_RS12495	2509122	2511311	putative cyclic di-GMP phosphodiesterase PdeA
basR	BW25113_RS21360	4323099	4323767	DNA-binding transcriptional dual regulator BasR
yieP	BW25113_RS19515	3933995	3934687	DNA-binding transcriptional dual regulator YieP
yiiG	BW25113_RS20225	4080362	4081417	DUF3829 domain-containing lipoprotein YiiG
lgoT	BW25113_RS22680	4583178	4584539	galactonate:H+ symporter
ymdA	BW25113_RS05435	1100870	1101181	uncharacterized protein YmdA
cyoB	BW25113_RS02230	444106	446097	cytochrome <i>bo</i><sub>3</sub> subunit 1
gyrB	BW25113_RS19230	3871065	3873479	DNA gyrase subunit B
paaA	BW25113_RS07285	1448184	1449113	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
dnaN	BW25113_RS19240	3874581	3875681	&beta; sliding clamp
asnA	BW25113_RS19460	3920515	3921507	asparagine synthetase A
yafX	BW25113_RS01255	260459	260917	CP4-6 prophage; protein YafX
yfdI	BW25113_RS12270	2462610	2463941	CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI
yhfL	BW25113_RS17465	3492807	3492974	DUF4223 domain-containing lipoprotein YhfL
elfA	BW25113_RS04865	993324	993863	putative laminin-binding fimbrial subunit
rpoH	BW25113_RS17920	3593289	3594143	RNA polymerase sigma factor RpoH
yceB	BW25113_RS05540	1118169	1118729	putative lipid-binding lipoprotein YceB
guaD	BW25113_RS14990	3019128	3020444	guanine deaminase
