"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"264","rnhA","STM14_0308",303571,304038,467,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"265","dnaQ","STM14_0309",304102,304833,731,"essential","essential","essential","essential","non-essential","essential"
"266","unnamed_gene_91","STM14_0310",304859,304966,107,"non-essential","non-essential","non-essential","non-essential","essential","essential"
"267","aspV","STM14_0311",304967,305043,76,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"268","unnamed_gene_92","STM14_0312",305167,305274,107,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"269","unnamed_gene_93","STM14_0313",305365,306420,1055,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"270","unnamed_gene_94","STM14_0314",306431,307426,995,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"271","unnamed_gene_95","STM14_0315",307423,309306,1883,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"272","unnamed_gene_96","STM14_0316",309322,309816,494,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"273","unnamed_gene_97","STM14_0317",309813,310637,824,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"274","unnamed_gene_98","STM14_0318",310624,311526,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"275","unnamed_gene_99","STM14_0319",311894,314533,2639,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"276","unnamed_gene_100","STM14_0320",314633,315175,542,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"277","unnamed_gene_101","STM14_0321",315199,316692,1493,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"278","unnamed_gene_108","STM14_0328",319916,320452,536,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"279","unnamed_gene_109","STM14_0329",320456,321799,1343,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"280","unnamed_gene_110","STM14_0330",321796,323100,1304,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"281","unnamed_gene_112","STM14_0332",324081,324512,431,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"282","unnamed_gene_113","STM14_0333",324546,328415,3869,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"283","unnamed_gene_114","STM14_0334",328415,329203,788,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"284","unnamed_gene_115","STM14_0335",329200,329616,416,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"285","unnamed_gene_117","STM14_0337",330303,330512,209,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"286","unnamed_gene_118","STM14_0338",330558,332747,2189,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"287","unnamed_gene_119","STM14_0339",332771,333217,446,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"288","unnamed_gene_120","STM14_0340",333236,337330,4094,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"289","unnamed_gene_122","STM14_0342",338514,338960,446,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"290","unnamed_gene_125","STM14_0345",339523,339960,437,"essential","essential","essential","non-essential","non-essential","non-essential"
"291","unnamed_gene_127","STM14_0348",340729,341037,308,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"292","safB","STM14_0353",343514,344227,713,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"293","safC","STM14_0354",344251,346761,2510,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"294","safD","STM14_0355",346783,347253,470,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"295","ybeJ","STM14_0356",347659,348480,821,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"296","yafV","STM14_0364",352406,353173,767,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"297","fadE","STM14_0365",353282,355726,2444,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"298","gmhA","STM14_0366",355966,356544,578,"essential","essential","essential","essential","non-essential","non-essential"
"299","yafJ","STM14_0367",356757,357524,767,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"300","yafK","STM14_0368",357495,358235,740,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"301","unnamed_gene_135","STM14_0370",359759,360891,1132,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"302","prfH","STM14_0371",360888,361502,614,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"303","pepD","STM14_0372",361658,363115,1457,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"304","gpt","STM14_0373",363364,363822,458,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"305","frsA","STM14_0374",363911,365155,1244,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"306","crl","STM14_0375",365213,365614,401,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"307","phoE","STM14_0376",365665,366717,1052,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"308","unnamed_gene_136","STM14_0377",366783,366935,152,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"309","proB","STM14_0378",367000,368103,1103,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"310","proA","STM14_0379",368115,369365,1250,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"311","thrW","STM14_0380",369481,369556,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"312","unnamed_gene_137","STM14_0381",369882,370682,800,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"313","unnamed_gene_138","STM14_0382",370609,371314,705,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"314","unnamed_gene_139","STM14_0383",371424,371747,323,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"315","unnamed_gene_141","STM14_0385",373458,374879,1421,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"316","unnamed_gene_142","STM14_0386",374881,375507,626,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"317","unnamed_gene_143","STM14_0387",375522,376400,878,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"318","unnamed_gene_144","STM14_0388",376400,377314,914,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"319","unnamed_gene_145","STM14_0389",377348,378313,965,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"320","unnamed_gene_146","STM14_0390",378258,378530,272,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"321","unnamed_gene_147","STM14_0391",379221,379619,398,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"322","stbC","STM14_0394",381720,384287,2567,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"323","unnamed_gene_148","STM14_0397",385733,385843,110,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"324","unnamed_gene_158","STM14_0407",392683,393042,359,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"325","unnamed_gene_159","STM14_0408",393112,394569,1457,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"326","unnamed_gene_160","STM14_0409",394586,397753,3167,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"327","unnamed_gene_161","STM14_0410",397750,398955,1205,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"328","unnamed_gene_162","STM14_0411",399120,399233,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
